classifier,attributeSelection,seed,dataset,weightedAreaUnderROC,weightedFMeasure,weightedPrecision,weightedRecall,errorRate,timeElapsed
randomforest,gain-ratio-attribute-eval,1,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,16808
randomforest,gain-ratio-attribute-eval,50,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,15062
randomforest,gain-ratio-attribute-eval,100,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,14742
randomforest,gain-ratio-attribute-eval,150,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,14826
randomforest,gain-ratio-attribute-eval,200,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,14703
randomforest,gain-ratio-attribute-eval,250,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,14715
randomforest,gain-ratio-attribute-eval,300,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,14724
randomforest,gain-ratio-attribute-eval,350,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,14744
randomforest,gain-ratio-attribute-eval,400,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,14828
randomforest,gain-ratio-attribute-eval,450,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,14657
randomforest,gain-ratio-attribute-eval,500,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,14759
randomforest,gain-ratio-attribute-eval,550,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,14751
randomforest,gain-ratio-attribute-eval,600,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,14795
randomforest,gain-ratio-attribute-eval,650,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,14767
randomforest,gain-ratio-attribute-eval,700,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,14686
randomforest,gain-ratio-attribute-eval,750,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,14713
randomforest,gain-ratio-attribute-eval,800,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,14638
randomforest,gain-ratio-attribute-eval,850,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,14730
randomforest,gain-ratio-attribute-eval,900,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,14676
randomforest,gain-ratio-attribute-eval,950,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,14729
