ID,CLASSIFIER,ATTRIBUTESELECTION,SEED,DATASET,FLOW,RANK,WEIGHTEDAREAUNDERROC,WEIGHTEDFMEASURE,WEIGHTEDPRECISION,WEIGHTEDRECALL,ERRORRATE,TIMEELAPSED
37,logitboost,symmetrical-uncert-attribute-eval,800.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|symmetrical-uncert-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator,2,0.9931858408877193,0.9887711589082387,0.9892026728933021,0.9888641425389755,0.011135857461024499,814.0
38,logitboost,symmetrical-uncert-attribute-eval,850.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|symmetrical-uncert-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator,2,0.9944316619613706,0.9854425547602746,0.9859548470911988,0.9855233853006682,0.014476614699331848,820.0
39,logitboost,symmetrical-uncert-attribute-eval,900.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|symmetrical-uncert-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator,2,0.9899375450772577,0.9887128566598122,0.9890666999120978,0.9888641425389755,0.011135857461024499,815.0
40,logitboost,symmetrical-uncert-attribute-eval,950.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|symmetrical-uncert-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator,2,0.9924267763988646,0.9887711589082387,0.9892026728933021,0.9888641425389755,0.011135857461024499,818.0
41,kstar,wrapper-subset-eval-with-adaboost-operator,1.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.942280046199267,NaN,NaN,0.8485523385300668,0.1514476614699332,3830.0
42,kstar,wrapper-subset-eval-with-adaboost-operator,50.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.9428094809565442,NaN,NaN,0.8485523385300668,0.1514476614699332,3823.0
43,kstar,wrapper-subset-eval-with-adaboost-operator,100.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.9447743112149568,NaN,NaN,0.8485523385300668,0.1514476614699332,3825.0
44,kstar,wrapper-subset-eval-with-adaboost-operator,150.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.9436976932444247,NaN,NaN,0.8485523385300668,0.1514476614699332,3822.0
45,kstar,wrapper-subset-eval-with-adaboost-operator,200.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.9774176406920738,NaN,NaN,0.9376391982182628,0.062360801781737196,6827.0
46,kstar,wrapper-subset-eval-with-adaboost-operator,250.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.9420493439996623,NaN,NaN,0.8485523385300668,0.1514476614699332,3825.0
47,kstar,wrapper-subset-eval-with-adaboost-operator,300.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.9415943185386475,NaN,NaN,0.8485523385300668,0.1514476614699332,3825.0
48,kstar,wrapper-subset-eval-with-adaboost-operator,350.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.9393339392993022,NaN,NaN,0.8485523385300668,0.1514476614699332,3824.0
49,kstar,wrapper-subset-eval-with-adaboost-operator,400.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.9415509217650619,NaN,NaN,0.8485523385300668,0.1514476614699332,3825.0
50,kstar,wrapper-subset-eval-with-adaboost-operator,450.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.9421859964802259,NaN,NaN,0.8485523385300668,0.1514476614699332,3825.0
