classifier,attributeSelection,seed,dataset,weightedAreaUnderROC,weightedFMeasure,weightedPrecision,weightedRecall,errorRate,timeElapsed
randomforest,gain-ratio-attribute-eval,1,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,20865
randomforest,gain-ratio-attribute-eval,50,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,20823
randomforest,no-attribute-selection,100,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,20863
randomforest,no-attribute-selection,150,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,20862
randomforest,gain-ratio-attribute-eval,200,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,21661
randomforest,gain-ratio-attribute-eval,250,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,23160
randomforest,no-attribute-selection,300,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,27837
randomforest,no-attribute-selection,350,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,26432
randomforest,gain-ratio-attribute-eval,400,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,29781
randomforest,no-attribute-selection,450,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,28823
randomforest,gain-ratio-attribute-eval,500,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,34023
randomforest,gain-ratio-attribute-eval,550,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,35853
randomforest,gain-ratio-attribute-eval,600,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,34715
randomforest,gain-ratio-attribute-eval,650,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,34086
