classifier,attributeSelection,seed,dataset,weightedAreaUnderROC,weightedFMeasure,weightedPrecision,weightedRecall,errorRate,timeElapsed
AutoWeka,AutoWeka,1,anneal,0.9971820485483398,0.9824386183936744,0.9834162520729686,0.9833333333333333,0.016666666666666666,67437
AutoWeka,AutoWeka,50,anneal,0.9971820485483398,0.9824386183936744,0.9834162520729686,0.9833333333333333,0.016666666666666666,57875
AutoWeka,AutoWeka,100,anneal,0.9971820485483398,0.9824386183936744,0.9834162520729686,0.9833333333333333,0.016666666666666666,57858
AutoWeka,AutoWeka,150,anneal,0.9971820485483398,0.9824386183936744,0.9834162520729686,0.9833333333333333,0.016666666666666666,57860
AutoWeka,AutoWeka,200,anneal,0.9923895714420387,0.9603988603988605,0.9619047619047619,0.9611111111111111,0.03888888888888889,54861
AutoWeka,AutoWeka,1,audiology,0.9296393546072622,NaN,NaN,0.7333333333333333,0.26666666666666666,54909
AutoWeka,AutoWeka,50,audiology,0.9296393546072622,NaN,NaN,0.7333333333333333,0.26666666666666666,54935
AutoWeka,AutoWeka,100,audiology,0.9296393546072622,NaN,NaN,0.7333333333333333,0.26666666666666666,57944
AutoWeka,AutoWeka,150,audiology,0.960505735022856,NaN,NaN,0.6444444444444445,0.35555555555555557,60926
AutoWeka,AutoWeka,200,audiology,0.9296393546072622,NaN,NaN,0.7333333333333333,0.26666666666666666,63936
AutoWeka,AutoWeka,1,autos,0.9459230732658204,0.8527551942186088,0.8851164079822617,0.8536585365853658,0.14634146341463414,54894
AutoWeka,AutoWeka,50,autos,0.9459230732658204,0.8527551942186088,0.8851164079822617,0.8536585365853658,0.14634146341463414,57924
AutoWeka,AutoWeka,100,autos,0.9459230732658204,0.8527551942186088,0.8851164079822617,0.8536585365853658,0.14634146341463414,54938
AutoWeka,AutoWeka,150,autos,0.9459230732658204,0.8527551942186088,0.8851164079822617,0.8536585365853658,0.14634146341463414,54918
AutoWeka,AutoWeka,200,autos,0.9459230732658204,0.8527551942186088,0.8851164079822617,0.8536585365853658,0.14634146341463414,57915
AutoWeka,AutoWeka,1,balance-scale,0.9852844932844933,0.8808307692307692,0.8863529411764706,0.88,0.12,57925
AutoWeka,AutoWeka,50,balance-scale,0.9807423687423688,NaN,NaN,0.888,0.112,57894
AutoWeka,AutoWeka,100,balance-scale,0.9647775335775336,NaN,NaN,0.88,0.12,57929
AutoWeka,AutoWeka,150,balance-scale,0.9277147741147742,0.8003336445689387,0.8264760013240648,0.776,0.224,57946
AutoWeka,AutoWeka,200,balance-scale,0.9852844932844933,0.8808307692307692,0.8863529411764706,0.88,0.12,54928
AutoWeka,AutoWeka,1,breast-cancer,0.6376262626262627,0.568290138482623,0.6596992481203008,0.631578947368421,0.3684210526315789,54931
AutoWeka,AutoWeka,50,breast-cancer,0.8099747474747475,0.46301596688350083,0.7622180451127819,0.5964912280701754,0.40350877192982454,57933
AutoWeka,AutoWeka,100,breast-cancer,0.7108585858585859,0.47753103689456194,0.5491559086395233,0.5789473684210527,0.42105263157894735,54937
AutoWeka,AutoWeka,150,breast-cancer,0.7184343434343434,0.47753103689456194,0.5491559086395233,0.5789473684210527,0.42105263157894735,57867
AutoWeka,AutoWeka,200,breast-cancer,0.7821969696969697,0.5327687033676144,0.7748538011695907,0.631578947368421,0.3684210526315789,54860
AutoWeka,AutoWeka,1,colic,0.9469901168014376,0.9215540540540541,0.9369369369369369,0.918918918918919,0.08108108108108109,57878
AutoWeka,AutoWeka,50,colic,0.9469901168014376,0.9215540540540541,0.9369369369369369,0.918918918918919,0.08108108108108109,54852
AutoWeka,AutoWeka,100,colic,0.9469901168014376,0.9215540540540541,0.9369369369369369,0.918918918918919,0.08108108108108109,54860
AutoWeka,AutoWeka,150,colic,0.9469901168014376,0.9215540540540541,0.9369369369369369,0.918918918918919,0.08108108108108109,57913
AutoWeka,AutoWeka,200,colic,0.9469901168014376,0.9215540540540541,0.9369369369369369,0.918918918918919,0.08108108108108109,54899
AutoWeka,AutoWeka,1,credit-a,0.8987365291713117,0.8263831677944293,0.8270281243079648,0.8260869565217391,0.17391304347826086,54932
AutoWeka,AutoWeka,50,credit-a,0.8949786324786325,0.8411870255348516,0.8449714536671058,0.8405797101449275,0.15942028985507245,60935
AutoWeka,AutoWeka,100,credit-a,0.8969017094017095,0.8481899652756117,0.8493581780538302,0.8478260869565217,0.15217391304347827,57906
AutoWeka,AutoWeka,150,credit-a,0.8905982905982905,0.8468809073724007,0.8482308681365779,0.8478260869565217,0.15217391304347827,57920
