classifier,attributeSelection,seed,dataset,weightedAreaUnderROC,weightedFMeasure,weightedPrecision,weightedRecall,errorRate,timeElapsed
randomforest,correlation-attribute-eval,1,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,17230
randomforest,info-gain-attribute-eval,50,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,15498
randomforest,gain-ratio-attribute-eval,100,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,15281
randomforest,info-gain-attribute-eval,150,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,15464
randomforest,info-gain-attribute-eval,200,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,15333
randomforest,correlation-attribute-eval,250,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,15099
randomforest,relieff-attribute-eval,300,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,15369
randomforest,no-attribute-selection,350,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,15437
randomforest,no-attribute-selection,400,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,15052
randomforest,gain-ratio-attribute-eval,450,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,15172
randomforest,correlation-attribute-eval,500,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,15028
randomforest,info-gain-attribute-eval,550,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,15163
randomforest,relieff-attribute-eval,600,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,14936
randomforest,correlation-attribute-eval,650,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,15137
randomforest,symmetrical-uncert-attribute-eval,700,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,15067
randomforest,info-gain-attribute-eval,750,anneal,0.9998817966903074,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,15240
randomforest,relieff-attribute-eval,800,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,14999
randomforest,gain-ratio-attribute-eval,850,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,15186
randomforest,correlation-attribute-eval,900,anneal,1.0,0.9890452140452141,0.9896551724137931,0.9888888888888889,0.011111111111111112,22091
randomforest,correlation-attribute-eval,950,anneal,1.0,0.9944844673146559,0.994642857142857,0.9944444444444445,0.005555555555555556,20818
randomforest,relieff-attribute-eval,1,audiology,0.9638710597632291,NaN,NaN,0.8666666666666667,0.13333333333333333,22264
randomforest,correlation-attribute-eval,50,audiology,0.961426697440818,NaN,NaN,0.8222222222222222,0.17777777777777778,26741
randomforest,relieff-attribute-eval,100,audiology,0.9622022536014833,NaN,NaN,0.8444444444444444,0.15555555555555556,20879
randomforest,gain-ratio-attribute-eval,150,audiology,0.9596400461612272,NaN,NaN,0.8444444444444444,0.15555555555555556,24737
randomforest,symmetrical-uncert-attribute-eval,200,audiology,0.9633290543431751,NaN,NaN,0.8222222222222222,0.17777777777777778,20842
randomforest,correlation-attribute-eval,250,audiology,0.9598630723149336,NaN,NaN,0.8444444444444444,0.15555555555555556,20862
randomforest,gain-ratio-attribute-eval,300,audiology,0.9638252443130493,NaN,NaN,0.8,0.2,20862
randomforest,correlation-attribute-eval,350,audiology,0.9628162886892028,NaN,NaN,0.8444444444444444,0.15555555555555556,20847
randomforest,no-attribute-selection,400,audiology,0.965040650406504,NaN,NaN,0.8444444444444444,0.15555555555555556,20856
randomforest,gain-ratio-attribute-eval,450,audiology,0.9627442590215376,NaN,NaN,0.8444444444444444,0.15555555555555556,21928
randomforest,gain-ratio-attribute-eval,500,audiology,0.9639430894308942,NaN,NaN,0.8444444444444444,0.15555555555555556,24522
randomforest,gain-ratio-attribute-eval,550,audiology,0.9615716428296659,NaN,NaN,0.8222222222222222,0.17777777777777778,26878
randomforest,gain-ratio-attribute-eval,600,audiology,0.9643672497331033,NaN,NaN,0.8,0.2,20846
randomforest,no-attribute-selection,650,audiology,0.9586506917700756,NaN,NaN,0.8666666666666667,0.13333333333333333,20929
