classifier,attributeSelection,seed,dataset,weightedAreaUnderROC,weightedFMeasure,weightedPrecision,weightedRecall,errorRate,timeElapsed
AutoWeka,AutoWeka,1,letter,0.9934526592262678,0.9386253602238979,0.9408207255046139,0.93825,0.06175,178769
AutoWeka,AutoWeka,50,letter,0.9962792410847705,0.950168399175317,0.9507395307496644,0.95,0.05,144954
AutoWeka,AutoWeka,100,letter,0.9962792410847705,0.950168399175317,0.9507395307496644,0.95,0.05,142004
AutoWeka,AutoWeka,150,letter,0.9992508450130737,0.9568233682416685,0.9572652153851621,0.95675,0.04325,151135
AutoWeka,AutoWeka,200,letter,0.9962792410847705,0.950168399175317,0.9507395307496644,0.95,0.05,145096
AutoWeka,AutoWeka,250,letter,0.9962792410847705,0.950168399175317,0.9507395307496644,0.95,0.05,148090
AutoWeka,AutoWeka,300,letter,0.9962792410847705,0.950168399175317,0.9507395307496644,0.95,0.05,145085
AutoWeka,AutoWeka,350,letter,0.9962792410847705,0.950168399175317,0.9507395307496644,0.95,0.05,145103
AutoWeka,AutoWeka,400,letter,0.9988633887988846,0.9524165223511256,0.9531498049625207,0.95225,0.04775,148101
AutoWeka,AutoWeka,450,letter,0.9962792410847705,0.950168399175317,0.9507395307496644,0.95,0.05,145127
AutoWeka,AutoWeka,500,letter,0.9962792410847705,0.950168399175317,0.9507395307496644,0.95,0.05,145113
AutoWeka,AutoWeka,550,letter,0.9962792410847705,0.950168399175317,0.9507395307496644,0.95,0.05,142078
AutoWeka,AutoWeka,600,letter,0.9962792410847705,0.950168399175317,0.9507395307496644,0.95,0.05,145147
AutoWeka,AutoWeka,650,letter,0.9962792410847705,0.950168399175317,0.9507395307496644,0.95,0.05,145066
AutoWeka,AutoWeka,700,letter,0.9944652443962395,0.9423378939772802,0.9431432439981055,0.94225,0.05775,145120
AutoWeka,AutoWeka,750,letter,0.996043985214655,0.9720112306340458,0.9721692706944088,0.972,0.028,172151
AutoWeka,AutoWeka,800,letter,0.9962792410847705,0.950168399175317,0.9507395307496644,0.95,0.05,163142
AutoWeka,AutoWeka,850,letter,0.997861658725075,0.9662009978015638,0.9663350677346396,0.96625,0.03375,178175
AutoWeka,AutoWeka,900,letter,0.996043985214655,0.9720112306340458,0.9721692706944088,0.972,0.028,172145
AutoWeka,AutoWeka,950,letter,0.9962792410847705,0.950168399175317,0.9507395307496644,0.95,0.05,142080
