"","ID","CLASSIFIER","ATTRIBUTESELECTION","SEED","DATASET","FLOW","RANK","CLUSTER","WEIGHTEDAREAUNDERROC","WEIGHTEDFMEASURE","WEIGHTEDPRECISION","WEIGHTEDRECALL","ERRORRATE","TIMEELAPSED"
"2928",2928,"logitboost","symmetrical-uncert-attribute-eval",800,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|symmetrical-uncert-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",3,19,0.997066929695754,NA,NA,0.995227995758218,0.00477200424178155,817
"2929",2929,"logitboost","symmetrical-uncert-attribute-eval",850,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|symmetrical-uncert-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",3,19,0.998512816577276,NA,NA,0.995493107104984,0.00450689289501591,817
"2930",2930,"logitboost","symmetrical-uncert-attribute-eval",900,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|symmetrical-uncert-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",3,19,0.998741574739701,NA,NA,0.995493107104984,0.00450689289501591,821
"2931",2931,"logitboost","symmetrical-uncert-attribute-eval",950,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|symmetrical-uncert-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",3,19,0.996098942041659,0.995359158606095,0.99526289834165,0.995493107104984,0.00450689289501591,819
"2932",2932,"logistic","no-attribute-selection",1,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.969793994130663,0.965326425616032,0.966299830482903,0.967391304347826,0.0326086956521739,6813
"2933",2933,"logistic","no-attribute-selection",50,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.972031628018663,0.964739826976813,0.966317659270262,0.965800636267232,0.0341993637327678,3808
"2934",2934,"logistic","no-attribute-selection",100,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.965681407993871,0.965321794775665,0.966280832607726,0.966861081654295,0.0331389183457052,3808
"2935",2935,"logistic","no-attribute-selection",150,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.974864979890307,0.964791329225539,0.965726915979121,0.966330858960764,0.0336691410392365,6810
"2936",2936,"logistic","no-attribute-selection",200,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.976221427831217,0.963736887825337,0.965517875381818,0.96474019088017,0.0352598091198303,3808
"2937",2937,"logistic","no-attribute-selection",250,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.971974555174197,0.96510291705807,0.966394700898036,0.966595970307529,0.0334040296924708,3809
"2938",2938,"logistic","no-attribute-selection",300,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.975596479339929,0.96678598211303,0.967790919878421,0.968186638388123,0.031813361611877,6809
"2939",2939,"logistic","no-attribute-selection",350,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.972570235113724,0.965003793904207,0.966101056656787,0.96712619300106,0.0328738069989396,3806
"2940",2940,"logistic","no-attribute-selection",400,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.97228434676691,0.964446884534064,0.965291510372171,0.966065747613998,0.0339342523860021,3810
"2941",2941,"logistic","no-attribute-selection",450,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.969653827154096,0.964347350387986,0.96547200901202,0.966330858960764,0.0336691410392365,3809
"2942",2942,"logistic","no-attribute-selection",500,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.974197315540878,0.966859575705866,0.968582006051029,0.968186638388123,0.031813361611877,3817
"2943",2943,"logistic","no-attribute-selection",550,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.975764736070858,0.967100604747804,0.96791742958927,0.968716861081654,0.0312831389183457,6821
"2944",2944,"logistic","no-attribute-selection",600,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.971675619752591,0.964812575145692,0.965645054239262,0.966330858960764,0.0336691410392365,6828
"2945",2945,"logistic","no-attribute-selection",650,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.977110503193004,0.964283418971515,0.965288571682319,0.966065747613998,0.0339342523860021,3822
"2946",2946,"logistic","no-attribute-selection",700,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.976044269321276,0.965827539860792,0.967006923492601,0.967391304347826,0.0326086956521739,6826
"2947",2947,"logistic","no-attribute-selection",750,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.974910865916769,0.965760570517203,0.966826950917531,0.967656415694592,0.0323435843054083,3813
"2948",2948,"logistic","no-attribute-selection",800,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.973420123682474,0.96350280488132,0.964483622215078,0.965005302226935,0.0349946977730647,3812
"2949",2949,"logistic","no-attribute-selection",850,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.966956234054192,0.965103825742995,0.966329768821414,0.966861081654295,0.0331389183457052,3819
"2950",2950,"logistic","no-attribute-selection",900,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.976131293433193,0.965399135112245,0.966219529121742,0.96712619300106,0.0328738069989396,3807
"2951",2951,"logistic","no-attribute-selection",950,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|logistic-operator|classifier-performance-evaluator-operator|result-viewer-operator",4,19,0.975016949513444,0.965387468874576,0.966492179661586,0.966861081654295,0.0331389183457052,6821
"2952",2952,"decisiontable","relieff-attribute-eval",1,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.998040753704101,NA,NA,0.989925768822906,0.0100742311770944,6836
"2953",2953,"decisiontable","relieff-attribute-eval",50,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.995648960585107,NA,NA,0.990455991516437,0.0095440084835631,6836
"2954",2954,"decisiontable","relieff-attribute-eval",100,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.998095466748936,NA,NA,0.98966065747614,0.01033934252386,6840
"2955",2955,"decisiontable","relieff-attribute-eval",150,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.997008028810925,NA,NA,0.98966065747614,0.01033934252386,6836
"2956",2956,"decisiontable","relieff-attribute-eval",200,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.99748779981988,NA,NA,0.988865323435843,0.0111346765641569,6830
"2957",2957,"decisiontable","relieff-attribute-eval",250,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.996900496839991,NA,NA,0.989925768822906,0.0100742311770944,6825
"2958",2958,"decisiontable","relieff-attribute-eval",300,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.998005904664088,NA,NA,0.992311770943796,0.00768822905620361,6832
"2959",2959,"decisiontable","relieff-attribute-eval",350,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.996804966016113,NA,NA,0.988865323435843,0.0111346765641569,6837
"2960",2960,"decisiontable","relieff-attribute-eval",400,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.996795836439793,0.989190640233137,0.989287667199262,0.98966065747614,0.01033934252386,6833
"2961",2961,"decisiontable","relieff-attribute-eval",450,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.996848635058574,NA,NA,0.990190880169671,0.00980911983032874,6843
"2962",2962,"decisiontable","relieff-attribute-eval",500,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.996166226183813,NA,NA,0.988865323435843,0.0111346765641569,6833
"2963",2963,"decisiontable","relieff-attribute-eval",550,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.996609942105205,NA,NA,0.989925768822906,0.0100742311770944,6832
"2964",2964,"decisiontable","relieff-attribute-eval",600,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.99721784374426,NA,NA,0.991781548250265,0.00821845174973489,6834
"2965",2965,"decisiontable","relieff-attribute-eval",650,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.997228990302502,NA,NA,0.991516436903499,0.00848356309650053,6835
"2966",2966,"decisiontable","relieff-attribute-eval",700,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.996698693401768,NA,NA,0.991251325556734,0.00874867444326617,6832
"2967",2967,"decisiontable","relieff-attribute-eval",750,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.998369713481353,NA,NA,0.988069989395546,0.0119300106044539,6834
"2968",2968,"decisiontable","relieff-attribute-eval",800,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.996651115767458,NA,NA,0.991251325556734,0.00874867444326617,6831
"2969",2969,"decisiontable","relieff-attribute-eval",850,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.997415519493385,NA,NA,0.98966065747614,0.01033934252386,6839
"2970",2970,"decisiontable","relieff-attribute-eval",900,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.994319084232938,NA,NA,0.989395546129374,0.0106044538706257,6833
"2971",2971,"decisiontable","relieff-attribute-eval",950,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|relieff-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|decisiontable-operator|classifier-performance-evaluator-operator|result-viewer-operator",5,19,0.996170476822791,NA,NA,0.988600212089077,0.0113997879109226,6832
"2972",2972,"smo","cfs-subset-eval",1,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.562373460232456,NA,NA,0.931071049840933,0.0689289501590668,823
"2973",2973,"smo","cfs-subset-eval",50,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.567258822367501,NA,NA,0.93186638388123,0.0681336161187699,819
"2974",2974,"smo","cfs-subset-eval",100,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.562507238259364,NA,NA,0.931071049840933,0.0689289501590668,817
"2975",2975,"smo","cfs-subset-eval",150,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.563953441170903,NA,NA,0.931336161187699,0.0686638388123012,821
"2976",2976,"smo","cfs-subset-eval",200,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.562501417612968,NA,NA,0.931071049840933,0.0689289501590668,818
"2977",2977,"smo","cfs-subset-eval",250,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.562489776320174,NA,NA,0.931071049840933,0.0689289501590668,821
"2978",2978,"smo","cfs-subset-eval",300,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.562367639586059,NA,NA,0.931071049840933,0.0689289501590668,822
"2979",2979,"smo","cfs-subset-eval",350,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.562373460232456,NA,NA,0.931071049840933,0.0689289501590668,826
"2980",2980,"smo","cfs-subset-eval",400,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.562507238259364,NA,NA,0.931071049840933,0.0689289501590668,823
"2981",2981,"smo","cfs-subset-eval",450,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.562507238259364,NA,NA,0.931071049840933,0.0689289501590668,824
"2982",2982,"smo","cfs-subset-eval",500,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.56234284624733,NA,NA,0.930805938494168,0.0691940615058324,820
"2983",2983,"smo","cfs-subset-eval",550,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.563953441170903,NA,NA,0.931336161187699,0.0686638388123012,826
"2984",2984,"smo","cfs-subset-eval",600,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.562495596966571,NA,NA,0.931071049840933,0.0689289501590668,823
"2985",2985,"smo","cfs-subset-eval",650,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.562507238259364,NA,NA,0.931071049840933,0.0689289501590668,823
"2986",2986,"smo","cfs-subset-eval",700,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.562367639586059,NA,NA,0.931071049840933,0.0689289501590668,826
"2987",2987,"smo","cfs-subset-eval",750,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.562501417612968,NA,NA,0.931071049840933,0.0689289501590668,820
"2988",2988,"smo","cfs-subset-eval",800,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.562367639586059,NA,NA,0.931071049840933,0.0689289501590668,823
"2989",2989,"smo","cfs-subset-eval",850,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.562501417612968,NA,NA,0.931071049840933,0.0689289501590668,820
"2990",2990,"smo","cfs-subset-eval",900,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.562373460232456,NA,NA,0.931071049840933,0.0689289501590668,824
"2991",2991,"smo","cfs-subset-eval",950,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",6,19,0.562367639586059,NA,NA,0.931071049840933,0.0689289501590668,820
"2992",2992,"randomsubspace","cfs-subset-eval",1,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.986631753776749,NA,NA,0.936903499469777,0.0630965005302227,826
"2993",2993,"randomsubspace","cfs-subset-eval",50,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.9892159486712,NA,NA,0.94406150583245,0.0559384941675504,823
"2994",2994,"randomsubspace","cfs-subset-eval",100,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.989053205747383,NA,NA,0.947773064687169,0.0522269353128314,826
"2995",2995,"randomsubspace","cfs-subset-eval",150,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.988780852575908,NA,NA,0.940084835630965,0.059915164369035,819
"2996",2996,"randomsubspace","cfs-subset-eval",200,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.990041985405666,NA,NA,0.951749734888653,0.0482502651113468,823
"2997",2997,"randomsubspace","cfs-subset-eval",250,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.990181547434336,NA,NA,0.941940615058324,0.0580593849416755,826
"2998",2998,"randomsubspace","cfs-subset-eval",300,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.989207020453251,NA,NA,0.946182396606575,0.0538176033934252,823
"2999",2999,"randomsubspace","cfs-subset-eval",350,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.990040553180517,NA,NA,0.941675503711559,0.0583244962884411,826
"3000",3000,"randomsubspace","cfs-subset-eval",400,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.988247182727849,NA,NA,0.94406150583245,0.0559384941675504,824
"3001",3001,"randomsubspace","cfs-subset-eval",450,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.988862617323636,NA,NA,0.943796394485684,0.056203605514316,821
"3002",3002,"randomsubspace","cfs-subset-eval",500,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.990143410215949,NA,NA,0.945387062566278,0.0546129374337222,825
"3003",3003,"randomsubspace","cfs-subset-eval",550,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.988398544268022,NA,NA,0.942735949098621,0.0572640509013786,817
"3004",3004,"randomsubspace","cfs-subset-eval",600,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.989004503408133,NA,NA,0.946712619300106,0.053287380699894,823
"3005",3005,"randomsubspace","cfs-subset-eval",650,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.990151193124473,NA,NA,0.950689289501591,0.0493107104984093,821
"3006",3006,"randomsubspace","cfs-subset-eval",700,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.988027314285424,NA,NA,0.944326617179215,0.0556733828207847,826
"3007",3007,"randomsubspace","cfs-subset-eval",750,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.987777840892733,NA,NA,0.938759278897137,0.0612407211028632,824
"3008",3008,"randomsubspace","cfs-subset-eval",800,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.989467317065524,NA,NA,0.94220572640509,0.0577942735949099,823
"3009",3009,"randomsubspace","cfs-subset-eval",850,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.990202958932837,NA,NA,0.942470837751856,0.0575291622481442,825
"3010",3010,"randomsubspace","cfs-subset-eval",900,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.990487913826117,NA,NA,0.949628844114528,0.0503711558854719,819
"3011",3011,"randomsubspace","cfs-subset-eval",950,"hypothyroid.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,19,0.989647291374006,NA,NA,0.946712619300106,0.053287380699894,822
