"","ID","CLASSIFIER","ATTRIBUTESELECTION","SEED","DATASET","FLOW","RANK","CLUSTER","WEIGHTEDAREAUNDERROC","WEIGHTEDFMEASURE","WEIGHTEDPRECISION","WEIGHTEDRECALL","ERRORRATE","TIMEELAPSED"
"927",927,"randomsubspace","no-attribute-selection",300,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,18,0.628153350892596,0.620708405518532,0.662030277414893,0.706293706293706,0.293706293706294,819
"928",928,"randomsubspace","no-attribute-selection",350,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,18,0.66985659935616,0.595626771492208,0.594103584979497,0.688811188811189,0.311188811188811,812
"929",929,"randomsubspace","no-attribute-selection",400,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,18,0.65598478197249,0.620174448537308,0.700495653564246,0.713286713286713,0.286713286713287,817
"930",930,"randomsubspace","no-attribute-selection",450,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,18,0.654755633596722,0.609554645495449,0.626048583769172,0.695804195804196,0.304195804195804,817
"931",931,"randomsubspace","no-attribute-selection",500,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,18,0.649604916593503,0.613800849177952,0.648767291103058,0.702797202797203,0.297202797202797,812
"932",932,"randomsubspace","no-attribute-selection",550,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,18,0.653233830845771,0.599641669155075,0.615422620857404,0.695804195804196,0.304195804195804,813
"933",933,"randomsubspace","no-attribute-selection",600,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,18,0.678753292361721,0.63613085943183,0.671231546231546,0.70979020979021,0.29020979020979,815
"934",934,"randomsubspace","no-attribute-selection",650,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,18,0.665466783728417,0.606779862294568,0.633439287984742,0.699300699300699,0.300699300699301,818
"935",935,"randomsubspace","no-attribute-selection",700,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,18,0.672870939420544,0.642527344450421,0.680079234780595,0.713286713286713,0.286713286713287,819
"936",936,"randomsubspace","no-attribute-selection",750,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,18,0.6462393912789,0.616370808678501,0.625255879543283,0.692307692307692,0.307692307692308,817
"937",937,"randomsubspace","no-attribute-selection",800,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,18,0.643312847527071,0.640159982772402,0.670743729954256,0.70979020979021,0.29020979020979,818
"938",938,"randomsubspace","no-attribute-selection",850,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,18,0.648375768217735,0.651246189707728,0.698353686526365,0.72027972027972,0.27972027972028,817
"939",939,"randomsubspace","no-attribute-selection",900,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,18,0.636757389522973,0.629638446659723,0.6615800556321,0.706293706293706,0.293706293706294,820
"940",940,"randomsubspace","no-attribute-selection",950,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|randomsubspace-operator|classifier-performance-evaluator-operator|result-viewer-operator",7,18,0.667251975417033,0.631916547852728,0.672149378399378,0.70979020979021,0.29020979020979,818
"941",941,"logitboost","cfs-subset-eval",1,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.66473514779046,0.69765528589058,0.702460287522528,0.727272727272727,0.272727272727273,815
"942",942,"logitboost","cfs-subset-eval",50,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.656804214223003,0.706550002416938,0.722591848097921,0.741258741258741,0.258741258741259,826
"943",943,"logitboost","cfs-subset-eval",100,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.647234416154521,0.677368471090444,0.681552593747716,0.713286713286713,0.286713286713287,821
"944",944,"logitboost","cfs-subset-eval",150,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.657857769973661,0.671265761431372,0.667477188272848,0.699300699300699,0.300699300699301,821
"945",945,"logitboost","cfs-subset-eval",200,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.678753292361721,0.706650498412512,0.708409387222947,0.730769230769231,0.269230769230769,818
"946",946,"logitboost","cfs-subset-eval",250,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.663798653789874,0.677101172402763,0.678097728717563,0.70979020979021,0.29020979020979,819
"947",947,"logitboost","cfs-subset-eval",300,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.643546971027217,0.681652480117892,0.680414560929267,0.70979020979021,0.29020979020979,816
"948",948,"logitboost","cfs-subset-eval",350,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.673280655545801,0.703759327920402,0.717134999147194,0.737762237762238,0.262237762237762,820
"949",949,"logitboost","cfs-subset-eval",400,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.656365232660228,0.698198572196626,0.706884645409236,0.730769230769231,0.269230769230769,824
"950",950,"logitboost","cfs-subset-eval",450,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.636903716710565,0.680060074154034,0.686274091761897,0.716783216783217,0.283216783216783,819
"951",951,"logitboost","cfs-subset-eval",500,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.667690956979807,0.6825205759471,0.686971498446908,0.716783216783217,0.283216783216783,823
"952",952,"logitboost","cfs-subset-eval",550,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.676324261047703,0.695859576664946,0.706848030018762,0.730769230769231,0.269230769230769,823
"953",953,"logitboost","cfs-subset-eval",600,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.652941176470588,0.671698712047676,0.669842657342657,0.702797202797203,0.297202797202797,812
"954",954,"logitboost","cfs-subset-eval",650,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.648053848405034,0.67942344823479,0.679231909394953,0.70979020979021,0.29020979020979,823
"955",955,"logitboost","cfs-subset-eval",700,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.65668715247293,0.671698712047676,0.669842657342657,0.702797202797203,0.297202797202797,826
"956",956,"logitboost","cfs-subset-eval",750,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.655282411472051,0.689323504693364,0.689559215294509,0.716783216783217,0.283216783216783,826
"957",957,"logitboost","cfs-subset-eval",800,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.636523266022827,0.68795982540949,0.696561060890329,0.723776223776224,0.276223776223776,825
"958",958,"logitboost","cfs-subset-eval",850,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.660169739537606,0.703815679733111,0.704319793681496,0.727272727272727,0.272727272727273,819
"959",959,"logitboost","cfs-subset-eval",900,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.665525314603453,0.692662561684558,0.697415188117667,0.723776223776224,0.276223776223776,826
"960",960,"logitboost","cfs-subset-eval",950,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|cfs-subset-eval-operator|standardization-operator|cross-validation-fold-maker-operator|logitboost-operator|classifier-performance-evaluator-operator|result-viewer-operator",8,18,0.652531460345332,0.695427671990172,0.702059353222144,0.727272727272727,0.272727272727273,821
"961",961,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",1,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.707462686567164,0.708050005393137,0.704553190172659,0.723776223776224,0.276223776223776,3835
"962",962,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",50,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.695258999122037,0.703855190932158,0.699232777357777,0.716783216783217,0.283216783216783,826
"963",963,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",100,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.700614574187884,0.730140633458169,0.727082871879252,0.741258741258741,0.258741258741259,829
"964",964,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",150,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.692420251682763,0.69895838427307,0.695195004632391,0.716783216783217,0.283216783216783,834
"965",965,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",200,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.696693005560433,0.713125490316604,0.710350546889008,0.716783216783217,0.283216783216783,829
"966",966,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",250,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.706526192566579,0.718347203160287,0.716169442444362,0.734265734265734,0.265734265734266,832
"967",967,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",300,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.674714661984197,0.674823060430801,0.685182595182595,0.716783216783217,0.283216783216783,832
"968",968,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",350,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.71694468832309,0.722520535020535,0.722913450186177,0.741258741258741,0.258741258741259,3829
"969",969,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",400,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.692625109745391,0.685876588081223,0.680363883903707,0.702797202797203,0.297202797202797,3825
"970",970,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",450,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.70137547556336,0.68507546550506,0.679388272278181,0.695804195804196,0.304195804195804,3827
"971",971,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",500,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.694293239683933,0.717135655185134,0.721661701770201,0.741258741258741,0.258741258741259,831
"972",972,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",550,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.690049751243781,0.719906149756239,0.716073320618775,0.730769230769231,0.269230769230769,3823
"973",973,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",600,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.679016681299385,0.718047129170357,0.726178169656431,0.744755244755245,0.255244755244755,833
"974",974,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",650,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.709657594381036,0.695196908354803,0.689951430699744,0.706293706293706,0.293706293706294,3826
"975",975,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",700,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.698946444249341,0.697744337541227,0.694105894105894,0.702797202797203,0.297202797202797,3839
"976",976,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",750,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.694937079309336,0.689230755916462,0.683613683613684,0.702797202797203,0.297202797202797,823
"977",977,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",800,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.692742171495464,0.709641171153776,0.705767518771551,0.723776223776224,0.276223776223776,3835
"978",978,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",850,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.696429616622768,0.710322392983244,0.716788917604135,0.737762237762238,0.262237762237762,825
"979",979,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",900,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.698185542873866,0.710322392983244,0.716788917604135,0.737762237762238,0.262237762237762,3828
"980",980,"adaboostm1","wrapper-subset-eval-with-adaboost-operator",950,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator",9,18,0.703102136376939,0.718479625947854,0.714851871101871,0.730769230769231,0.269230769230769,834
"981",981,"smo","gain-ratio-attribute-eval",1,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.583962540239977,0.676700572155118,0.675185314996585,0.706293706293706,0.293706293706294,817
"982",982,"smo","gain-ratio-attribute-eval",50,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.591659350307287,0.680294782891689,0.675699300699301,0.702797202797203,0.297202797202797,825
"983",983,"smo","gain-ratio-attribute-eval",100,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.599356160374598,0.683056091120918,0.677167641102067,0.699300699300699,0.300699300699301,816
"984",984,"smo","gain-ratio-attribute-eval",150,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.592566578870354,0.679444499162809,0.673859504473156,0.699300699300699,0.300699300699301,822
"985",985,"smo","gain-ratio-attribute-eval",200,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.633508925958443,0.71790716137502,0.718364569657673,0.737762237762238,0.262237762237762,822
"986",986,"smo","gain-ratio-attribute-eval",250,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.584869768803044,0.676172628117708,0.67272134645016,0.702797202797203,0.297202797202797,816
"987",987,"smo","gain-ratio-attribute-eval",300,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.60342405618964,0.689709379001969,0.685589953524736,0.70979020979021,0.29020979020979,817
"988",988,"smo","gain-ratio-attribute-eval",350,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.597541703248464,0.68502331002331,0.680682953410226,0.706293706293706,0.293706293706294,826
"989",989,"smo","gain-ratio-attribute-eval",400,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.595054141059409,0.682232496568282,0.677227120705381,0.702797202797203,0.297202797202797,811
"990",990,"smo","gain-ratio-attribute-eval",450,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.576499853672812,0.668553160544007,0.663799336256964,0.695804195804196,0.304195804195804,818
"991",991,"smo","gain-ratio-attribute-eval",500,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.582382206613989,0.673437800731379,0.669047264791946,0.699300699300699,0.300699300699301,819
"992",992,"smo","gain-ratio-attribute-eval",550,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.549809774656131,0.642682404408359,0.633034031740928,0.667832167832168,0.332167832167832,825
"993",993,"smo","gain-ratio-attribute-eval",600,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.584869768803044,0.676172628117708,0.67272134645016,0.702797202797203,0.297202797202797,820
"994",994,"smo","gain-ratio-attribute-eval",650,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.565203394790752,0.64887724314932,0.641415923526015,0.660839160839161,0.339160839160839,818
"995",995,"smo","gain-ratio-attribute-eval",700,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.602750951126719,0.684752588054475,0.678855773026177,0.699300699300699,0.300699300699301,822
"996",996,"smo","gain-ratio-attribute-eval",750,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.584196663740123,0.671989720073572,0.665576436893376,0.692307692307692,0.307692307692308,826
"997",997,"smo","gain-ratio-attribute-eval",800,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.591659350307287,0.680294782891689,0.675699300699301,0.702797202797203,0.297202797202797,818
"998",998,"smo","gain-ratio-attribute-eval",850,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.57243195785777,0.662524975024975,0.655344655344655,0.685314685314685,0.314685314685315,819
"999",999,"smo","gain-ratio-attribute-eval",900,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.582382206613989,0.673437800731379,0.669047264791946,0.699300699300699,0.300699300699301,825
"1000",1000,"smo","gain-ratio-attribute-eval",950,"breast-cancer.arff","load-arff-operator|randomize-operator|class-assigner-operator|gain-ratio-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|smo-operator|classifier-performance-evaluator-operator|result-viewer-operator",10,18,0.59075212174422,0.681032270481812,0.677865397014333,0.706293706293706,0.293706293706294,827
"1001",1001,"bagging","correlation-attribute-eval",1,"breast-w.arff","load-arff-operator|randomize-operator|class-assigner-operator|correlation-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|bagging-operator|classifier-performance-evaluator-operator|result-viewer-operator",1,6,0.989468009929515,0.951310734912309,0.951279498792813,0.951359084406295,0.0486409155937053,817
"1002",1002,"bagging","correlation-attribute-eval",50,"breast-w.arff","load-arff-operator|randomize-operator|class-assigner-operator|correlation-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|bagging-operator|classifier-performance-evaluator-operator|result-viewer-operator",1,6,0.988444255195782,0.952858147336481,0.952964821711743,0.952789699570815,0.0472103004291846,827
"1003",1003,"bagging","correlation-attribute-eval",100,"breast-w.arff","load-arff-operator|randomize-operator|class-assigner-operator|correlation-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|bagging-operator|classifier-performance-evaluator-operator|result-viewer-operator",1,6,0.988539382848031,0.961429393275303,0.961524041989109,0.96137339055794,0.0386266094420601,826
"1004",1004,"bagging","correlation-attribute-eval",150,"breast-w.arff","load-arff-operator|randomize-operator|class-assigner-operator|correlation-attribute-eval-operator|standardization-operator|cross-validation-fold-maker-operator|bagging-operator|classifier-performance-evaluator-operator|result-viewer-operator",1,6,0.986124952436174,0.958572311295695,0.958670968563321,0.958512160228898,0.0414878397711016,823
